file_name,ligand_name,pdb_name,file_type,file_path
5djr_ligand.sdf,5djr_ligand,5djr,sdf,../data/v2020-other-PL/5djr/5djr_ligand.sdf
5djr_ligand.mol2,5djr_ligand,5djr,mol2,../data/v2020-other-PL/5djr/5djr_ligand.mol2
5kpk_ligand.mol2,5kpk_ligand,5kpk,mol2,../data/v2020-other-PL/5kpk/5kpk_ligand.mol2
5kpk_ligand.sdf,5kpk_ligand,5kpk,sdf,../data/v2020-other-PL/5kpk/5kpk_ligand.sdf
2wf0_ligand.mol2,2wf0_ligand,2wf0,mol2,../data/v2020-other-PL/2wf0/2wf0_ligand.mol2
2wf0_ligand.sdf,2wf0_ligand,2wf0,sdf,../data/v2020-other-PL/2wf0/2wf0_ligand.sdf
6c6o_ligand.mol2,6c6o_ligand,6c6o,mol2,../data/v2020-other-PL/6c6o/6c6o_ligand.mol2
6c6o_ligand.sdf,6c6o_ligand,6c6o,sdf,../data/v2020-other-PL/6c6o/6c6o_ligand.sdf
2aow_ligand.sdf,2aow_ligand,2aow,sdf,../data/v2020-other-PL/2aow/2aow_ligand.sdf
2aow_ligand.mol2,2aow_ligand,2aow,mol2,../data/v2020-other-PL/2aow/2aow_ligand.mol2
1a4m_ligand.sdf,1a4m_ligand,1a4m,sdf,../data/v2020-other-PL/1a4m/1a4m_ligand.sdf
1a4m_ligand.mol2,1a4m_ligand,1a4m,mol2,../data/v2020-other-PL/1a4m/1a4m_ligand.mol2
5jbi_ligand.sdf,5jbi_ligand,5jbi,sdf,../data/v2020-other-PL/5jbi/5jbi_ligand.sdf
5jbi_ligand.mol2,5jbi_ligand,5jbi,mol2,../data/v2020-other-PL/5jbi/5jbi_ligand.mol2
5a6b_ligand.sdf,5a6b_ligand,5a6b,sdf,../data/v2020-other-PL/5a6b/5a6b_ligand.sdf
5a6b_ligand.mol2,5a6b_ligand,5a6b,mol2,../data/v2020-other-PL/5a6b/5a6b_ligand.mol2
6chh_ligand.mol2,6chh_ligand,6chh,mol2,../data/v2020-other-PL/6chh/6chh_ligand.mol2
6chh_ligand.sdf,6chh_ligand,6chh,sdf,../data/v2020-other-PL/6chh/6chh_ligand.sdf
1hs6_ligand.mol2,1hs6_ligand,1hs6,mol2,../data/v2020-other-PL/1hs6/1hs6_ligand.mol2
1hs6_ligand.sdf,1hs6_ligand,1hs6,sdf,../data/v2020-other-PL/1hs6/1hs6_ligand.sdf
5anq_ligand.mol2,5anq_ligand,5anq,mol2,../data/v2020-other-PL/5anq/5anq_ligand.mol2
5anq_ligand.sdf,5anq_ligand,5anq,sdf,../data/v2020-other-PL/5anq/5anq_ligand.sdf
4tz8_ligand.sdf,4tz8_ligand,4tz8,sdf,../data/v2020-other-PL/4tz8/4tz8_ligand.sdf
4tz8_ligand.mol2,4tz8_ligand,4tz8,mol2,../data/v2020-other-PL/4tz8/4tz8_ligand.mol2
5v5e_ligand.mol2,5v5e_ligand,5v5e,mol2,../data/v2020-other-PL/5v5e/5v5e_ligand.mol2
5v5e_ligand.sdf,5v5e_ligand,5v5e,sdf,../data/v2020-other-PL/5v5e/5v5e_ligand.sdf
4dfu_ligand.sdf,4dfu_ligand,4dfu,sdf,../data/v2020-other-PL/4dfu/4dfu_ligand.sdf
4dfu_ligand.mol2,4dfu_ligand,4dfu,mol2,../data/v2020-other-PL/4dfu/4dfu_ligand.mol2
5h7g_ligand.mol2,5h7g_ligand,5h7g,mol2,../data/v2020-other-PL/5h7g/5h7g_ligand.mol2
5h7g_ligand.sdf,5h7g_ligand,5h7g,sdf,../data/v2020-other-PL/5h7g/5h7g_ligand.sdf
5emm_ligand.mol2,5emm_ligand,5emm,mol2,../data/v2020-other-PL/5emm/5emm_ligand.mol2
5emm_ligand.sdf,5emm_ligand,5emm,sdf,../data/v2020-other-PL/5emm/5emm_ligand.sdf
2viq_ligand.mol2,2viq_ligand,2viq,mol2,../data/v2020-other-PL/2viq/2viq_ligand.mol2
2viq_ligand.sdf,2viq_ligand,2viq,sdf,../data/v2020-other-PL/2viq/2viq_ligand.sdf
3vp1_ligand.sdf,3vp1_ligand,3vp1,sdf,../data/v2020-other-PL/3vp1/3vp1_ligand.sdf
3vp1_ligand.mol2,3vp1_ligand,3vp1,mol2,../data/v2020-other-PL/3vp1/3vp1_ligand.mol2
2zit_ligand.mol2,2zit_ligand,2zit,mol2,../data/v2020-other-PL/2zit/2zit_ligand.mol2
2zit_ligand.sdf,2zit_ligand,2zit,sdf,../data/v2020-other-PL/2zit/2zit_ligand.sdf
4ntj_ligand.sdf,4ntj_ligand,4ntj,sdf,../data/v2020-other-PL/4ntj/4ntj_ligand.sdf
4ntj_ligand.mol2,4ntj_ligand,4ntj,mol2,../data/v2020-other-PL/4ntj/4ntj_ligand.mol2
5fqp_ligand.sdf,5fqp_ligand,5fqp,sdf,../data/v2020-other-PL/5fqp/5fqp_ligand.sdf
5fqp_ligand.mol2,5fqp_ligand,5fqp,mol2,../data/v2020-other-PL/5fqp/5fqp_ligand.mol2
4onf_ligand.sdf,4onf_ligand,4onf,sdf,../data/v2020-other-PL/4onf/4onf_ligand.sdf
4onf_ligand.mol2,4onf_ligand,4onf,mol2,../data/v2020-other-PL/4onf/4onf_ligand.mol2
6coj_ligand.sdf,6coj_ligand,6coj,sdf,../data/v2020-other-PL/6coj/6coj_ligand.sdf
6coj_ligand.mol2,6coj_ligand,6coj,mol2,../data/v2020-other-PL/6coj/6coj_ligand.mol2
6ggd_ligand.mol2,6ggd_ligand,6ggd,mol2,../data/v2020-other-PL/6ggd/6ggd_ligand.mol2
6ggd_ligand.sdf,6ggd_ligand,6ggd,sdf,../data/v2020-other-PL/6ggd/6ggd_ligand.sdf
5elf_ligand.mol2,5elf_ligand,5elf,mol2,../data/v2020-other-PL/5elf/5elf_ligand.mol2
5elf_ligand.sdf,5elf_ligand,5elf,sdf,../data/v2020-other-PL/5elf/5elf_ligand.sdf
2uzl_ligand.mol2,2uzl_ligand,2uzl,mol2,../data/v2020-other-PL/2uzl/2uzl_ligand.mol2
2uzl_ligand.sdf,2uzl_ligand,2uzl,sdf,../data/v2020-other-PL/2uzl/2uzl_ligand.sdf
1noi_ligand.mol2,1noi_ligand,1noi,mol2,../data/v2020-other-PL/1noi/1noi_ligand.mol2
1noi_ligand.sdf,1noi_ligand,1noi,sdf,../data/v2020-other-PL/1noi/1noi_ligand.sdf
3jzo_ligand.mol2,3jzo_ligand,3jzo,mol2,../data/v2020-other-PL/3jzo/3jzo_ligand.mol2
3jzo_ligand.sdf,3jzo_ligand,3jzo,sdf,../data/v2020-other-PL/3jzo/3jzo_ligand.sdf
5ml5_ligand.mol2,5ml5_ligand,5ml5,mol2,../data/v2020-other-PL/5ml5/5ml5_ligand.mol2
5ml5_ligand.sdf,5ml5_ligand,5ml5,sdf,../data/v2020-other-PL/5ml5/5ml5_ligand.sdf
3tkh_ligand.sdf,3tkh_ligand,3tkh,sdf,../data/v2020-other-PL/3tkh/3tkh_ligand.sdf
3tkh_ligand.mol2,3tkh_ligand,3tkh,mol2,../data/v2020-other-PL/3tkh/3tkh_ligand.mol2
3iok_ligand.mol2,3iok_ligand,3iok,mol2,../data/v2020-other-PL/3iok/3iok_ligand.mol2
3iok_ligand.sdf,3iok_ligand,3iok,sdf,../data/v2020-other-PL/3iok/3iok_ligand.sdf
5t6j_ligand.mol2,5t6j_ligand,5t6j,mol2,../data/v2020-other-PL/5t6j/5t6j_ligand.mol2
5t6j_ligand.sdf,5t6j_ligand,5t6j,sdf,../data/v2020-other-PL/5t6j/5t6j_ligand.sdf
5hkh_ligand.sdf,5hkh_ligand,5hkh,sdf,../data/v2020-other-PL/5hkh/5hkh_ligand.sdf
5hkh_ligand.mol2,5hkh_ligand,5hkh,mol2,../data/v2020-other-PL/5hkh/5hkh_ligand.mol2
3fqs_ligand.mol2,3fqs_ligand,3fqs,mol2,../data/v2020-other-PL/3fqs/3fqs_ligand.mol2
3fqs_ligand.sdf,3fqs_ligand,3fqs,sdf,../data/v2020-other-PL/3fqs/3fqs_ligand.sdf
6oz6_ligand.mol2,6oz6_ligand,6oz6,mol2,../data/v2020-other-PL/6oz6/6oz6_ligand.mol2
6oz6_ligand.sdf,6oz6_ligand,6oz6,sdf,../data/v2020-other-PL/6oz6/6oz6_ligand.sdf
5em3_ligand.mol2,5em3_ligand,5em3,mol2,../data/v2020-other-PL/5em3/5em3_ligand.mol2
5em3_ligand.sdf,5em3_ligand,5em3,sdf,../data/v2020-other-PL/5em3/5em3_ligand.sdf
3ecn_ligand.mol2,3ecn_ligand,3ecn,mol2,../data/v2020-other-PL/3ecn/3ecn_ligand.mol2
3ecn_ligand.sdf,3ecn_ligand,3ecn,sdf,../data/v2020-other-PL/3ecn/3ecn_ligand.sdf
5i24_ligand.mol2,5i24_ligand,5i24,mol2,../data/v2020-other-PL/5i24/5i24_ligand.mol2
5i24_ligand.sdf,5i24_ligand,5i24,sdf,../data/v2020-other-PL/5i24/5i24_ligand.sdf
3cpj_ligand.sdf,3cpj_ligand,3cpj,sdf,../data/v2020-other-PL/3cpj/3cpj_ligand.sdf
3cpj_ligand.mol2,3cpj_ligand,3cpj,mol2,../data/v2020-other-PL/3cpj/3cpj_ligand.mol2
4zg6_ligand.mol2,4zg6_ligand,4zg6,mol2,../data/v2020-other-PL/4zg6/4zg6_ligand.mol2
4zg6_ligand.sdf,4zg6_ligand,4zg6,sdf,../data/v2020-other-PL/4zg6/4zg6_ligand.sdf
5w8j_ligand.sdf,5w8j_ligand,5w8j,sdf,../data/v2020-other-PL/5w8j/5w8j_ligand.sdf
5w8j_ligand.mol2,5w8j_ligand,5w8j,mol2,../data/v2020-other-PL/5w8j/5w8j_ligand.mol2
5n1x_ligand.mol2,5n1x_ligand,5n1x,mol2,../data/v2020-other-PL/5n1x/5n1x_ligand.mol2
5n1x_ligand.sdf,5n1x_ligand,5n1x,sdf,../data/v2020-other-PL/5n1x/5n1x_ligand.sdf
3cib_ligand.sdf,3cib_ligand,3cib,sdf,../data/v2020-other-PL/3cib/3cib_ligand.sdf
3cib_ligand.mol2,3cib_ligand,3cib,mol2,../data/v2020-other-PL/3cib/3cib_ligand.mol2
1vgc_ligand.sdf,1vgc_ligand,1vgc,sdf,../data/v2020-other-PL/1vgc/1vgc_ligand.sdf
1vgc_ligand.mol2,1vgc_ligand,1vgc,mol2,../data/v2020-other-PL/1vgc/1vgc_ligand.mol2
3cbs_ligand.mol2,3cbs_ligand,3cbs,mol2,../data/v2020-other-PL/3cbs/3cbs_ligand.mol2
3cbs_ligand.sdf,3cbs_ligand,3cbs,sdf,../data/v2020-other-PL/3cbs/3cbs_ligand.sdf
4pce_ligand.sdf,4pce_ligand,4pce,sdf,../data/v2020-other-PL/4pce/4pce_ligand.sdf
4pce_ligand.mol2,4pce_ligand,4pce,mol2,../data/v2020-other-PL/4pce/4pce_ligand.mol2
4ddl_ligand.sdf,4ddl_ligand,4ddl,sdf,../data/v2020-other-PL/4ddl/4ddl_ligand.sdf
4ddl_ligand.mol2,4ddl_ligand,4ddl,mol2,../data/v2020-other-PL/4ddl/4ddl_ligand.mol2
5nq5_ligand.sdf,5nq5_ligand,5nq5,sdf,../data/v2020-other-PL/5nq5/5nq5_ligand.sdf
5nq5_ligand.mol2,5nq5_ligand,5nq5,mol2,../data/v2020-other-PL/5nq5/5nq5_ligand.mol2
5lp6_ligand.mol2,5lp6_ligand,5lp6,mol2,../data/v2020-other-PL/5lp6/5lp6_ligand.mol2
5lp6_ligand.sdf,5lp6_ligand,5lp6,sdf,../data/v2020-other-PL/5lp6/5lp6_ligand.sdf
3loo_ligand.mol2,3loo_ligand,3loo,mol2,../data/v2020-other-PL/3loo/3loo_ligand.mol2
3loo_ligand.sdf,3loo_ligand,3loo,sdf,../data/v2020-other-PL/3loo/3loo_ligand.sdf
4y8c_ligand.sdf,4y8c_ligand,4y8c,sdf,../data/v2020-other-PL/4y8c/4y8c_ligand.sdf
4y8c_ligand.mol2,4y8c_ligand,4y8c,mol2,../data/v2020-other-PL/4y8c/4y8c_ligand.mol2
3nmq_ligand.sdf,3nmq_ligand,3nmq,sdf,../data/v2020-other-PL/3nmq/3nmq_ligand.sdf
3nmq_ligand.mol2,3nmq_ligand,3nmq,mol2,../data/v2020-other-PL/3nmq/3nmq_ligand.mol2
6bqk_ligand.mol2,6bqk_ligand,6bqk,mol2,../data/v2020-other-PL/6bqk/6bqk_ligand.mol2
6bqk_ligand.sdf,6bqk_ligand,6bqk,sdf,../data/v2020-other-PL/6bqk/6bqk_ligand.sdf
4deh_ligand.sdf,4deh_ligand,4deh,sdf,../data/v2020-other-PL/4deh/4deh_ligand.sdf
4deh_ligand.mol2,4deh_ligand,4deh,mol2,../data/v2020-other-PL/4deh/4deh_ligand.mol2
2x2m_ligand.sdf,2x2m_ligand,2x2m,sdf,../data/v2020-other-PL/2x2m/2x2m_ligand.sdf
2x2m_ligand.mol2,2x2m_ligand,2x2m,mol2,../data/v2020-other-PL/2x2m/2x2m_ligand.mol2
4drn_ligand.mol2,4drn_ligand,4drn,mol2,../data/v2020-other-PL/4drn/4drn_ligand.mol2
4drn_ligand.sdf,4drn_ligand,4drn,sdf,../data/v2020-other-PL/4drn/4drn_ligand.sdf
6bqg_ligand.mol2,6bqg_ligand,6bqg,mol2,../data/v2020-other-PL/6bqg/6bqg_ligand.mol2
6bqg_ligand.sdf,6bqg_ligand,6bqg,sdf,../data/v2020-other-PL/6bqg/6bqg_ligand.sdf
3krx_ligand.sdf,3krx_ligand,3krx,sdf,../data/v2020-other-PL/3krx/3krx_ligand.sdf
3krx_ligand.mol2,3krx_ligand,3krx,mol2,../data/v2020-other-PL/3krx/3krx_ligand.mol2
5uqx_ligand.mol2,5uqx_ligand,5uqx,mol2,../data/v2020-other-PL/5uqx/5uqx_ligand.mol2
5uqx_ligand.sdf,5uqx_ligand,5uqx,sdf,../data/v2020-other-PL/5uqx/5uqx_ligand.sdf
2nxm_ligand.sdf,2nxm_ligand,2nxm,sdf,../data/v2020-other-PL/2nxm/2nxm_ligand.sdf
2nxm_ligand.mol2,2nxm_ligand,2nxm,mol2,../data/v2020-other-PL/2nxm/2nxm_ligand.mol2
1owk_ligand.mol2,1owk_ligand,1owk,mol2,../data/v2020-other-PL/1owk/1owk_ligand.mol2
1owk_ligand.sdf,1owk_ligand,1owk,sdf,../data/v2020-other-PL/1owk/1owk_ligand.sdf
4c4n_ligand.mol2,4c4n_ligand,4c4n,mol2,../data/v2020-other-PL/4c4n/4c4n_ligand.mol2
4c4n_ligand.sdf,4c4n_ligand,4c4n,sdf,../data/v2020-other-PL/4c4n/4c4n_ligand.sdf
1urg_ligand.mol2,1urg_ligand,1urg,mol2,../data/v2020-other-PL/1urg/1urg_ligand.mol2
1urg_ligand.sdf,1urg_ligand,1urg,sdf,../data/v2020-other-PL/1urg/1urg_ligand.sdf
2w3k_ligand.mol2,2w3k_ligand,2w3k,mol2,../data/v2020-other-PL/2w3k/2w3k_ligand.mol2
2w3k_ligand.sdf,2w3k_ligand,2w3k,sdf,../data/v2020-other-PL/2w3k/2w3k_ligand.sdf
5e2v_ligand.mol2,5e2v_ligand,5e2v,mol2,../data/v2020-other-PL/5e2v/5e2v_ligand.mol2
5e2v_ligand.sdf,5e2v_ligand,5e2v,sdf,../data/v2020-other-PL/5e2v/5e2v_ligand.sdf
3d7b_ligand.sdf,3d7b_ligand,3d7b,sdf,../data/v2020-other-PL/3d7b/3d7b_ligand.sdf
3d7b_ligand.mol2,3d7b_ligand,3d7b,mol2,../data/v2020-other-PL/3d7b/3d7b_ligand.mol2
1inc_ligand.mol2,1inc_ligand,1inc,mol2,../data/v2020-other-PL/1inc/1inc_ligand.mol2
1inc_ligand.sdf,1inc_ligand,1inc,sdf,../data/v2020-other-PL/1inc/1inc_ligand.sdf
3iet_ligand.sdf,3iet_ligand,3iet,sdf,../data/v2020-other-PL/3iet/3iet_ligand.sdf
3iet_ligand.mol2,3iet_ligand,3iet,mol2,../data/v2020-other-PL/3iet/3iet_ligand.mol2
5nqr_ligand.sdf,5nqr_ligand,5nqr,sdf,../data/v2020-other-PL/5nqr/5nqr_ligand.sdf
5nqr_ligand.mol2,5nqr_ligand,5nqr,mol2,../data/v2020-other-PL/5nqr/5nqr_ligand.mol2
6oxt_ligand.mol2,6oxt_ligand,6oxt,mol2,../data/v2020-other-PL/6oxt/6oxt_ligand.mol2
6oxt_ligand.sdf,6oxt_ligand,6oxt,sdf,../data/v2020-other-PL/6oxt/6oxt_ligand.sdf
2h5e_ligand.mol2,2h5e_ligand,2h5e,mol2,../data/v2020-other-PL/2h5e/2h5e_ligand.mol2
2h5e_ligand.sdf,2h5e_ligand,2h5e,sdf,../data/v2020-other-PL/2h5e/2h5e_ligand.sdf
1uod_ligand.mol2,1uod_ligand,1uod,mol2,../data/v2020-other-PL/1uod/1uod_ligand.mol2
1uod_ligand.sdf,1uod_ligand,1uod,sdf,../data/v2020-other-PL/1uod/1uod_ligand.sdf
5ur6_ligand.sdf,5ur6_ligand,5ur6,sdf,../data/v2020-other-PL/5ur6/5ur6_ligand.sdf
5ur6_ligand.mol2,5ur6_ligand,5ur6,mol2,../data/v2020-other-PL/5ur6/5ur6_ligand.mol2
1ux7_ligand.sdf,1ux7_ligand,1ux7,sdf,../data/v2020-other-PL/1ux7/1ux7_ligand.sdf
1ux7_ligand.mol2,1ux7_ligand,1ux7,mol2,../data/v2020-other-PL/1ux7/1ux7_ligand.mol2
3wqv_ligand.mol2,3wqv_ligand,3wqv,mol2,../data/v2020-other-PL/3wqv/3wqv_ligand.mol2
3wqv_ligand.sdf,3wqv_ligand,3wqv,sdf,../data/v2020-other-PL/3wqv/3wqv_ligand.sdf
4mwe_ligand.mol2,4mwe_ligand,4mwe,mol2,../data/v2020-other-PL/4mwe/4mwe_ligand.mol2
4mwe_ligand.sdf,4mwe_ligand,4mwe,sdf,../data/v2020-other-PL/4mwe/4mwe_ligand.sdf
4b8p_ligand.sdf,4b8p_ligand,4b8p,sdf,../data/v2020-other-PL/4b8p/4b8p_ligand.sdf
4b8p_ligand.mol2,4b8p_ligand,4b8p,mol2,../data/v2020-other-PL/4b8p/4b8p_ligand.mol2
3tzd_ligand.sdf,3tzd_ligand,3tzd,sdf,../data/v2020-other-PL/3tzd/3tzd_ligand.sdf
3tzd_ligand.mol2,3tzd_ligand,3tzd,mol2,../data/v2020-other-PL/3tzd/3tzd_ligand.mol2
2xe4_ligand.mol2,2xe4_ligand,2xe4,mol2,../data/v2020-other-PL/2xe4/2xe4_ligand.mol2
2xe4_ligand.sdf,2xe4_ligand,2xe4,sdf,../data/v2020-other-PL/2xe4/2xe4_ligand.sdf
6etj_ligand.mol2,6etj_ligand,6etj,mol2,../data/v2020-other-PL/6etj/6etj_ligand.mol2
6etj_ligand.sdf,6etj_ligand,6etj,sdf,../data/v2020-other-PL/6etj/6etj_ligand.sdf
1qca_ligand.sdf,1qca_ligand,1qca,sdf,../data/v2020-other-PL/1qca/1qca_ligand.sdf
1qca_ligand.mol2,1qca_ligand,1qca,mol2,../data/v2020-other-PL/1qca/1qca_ligand.mol2
6h3q_ligand.mol2,6h3q_ligand,6h3q,mol2,../data/v2020-other-PL/6h3q/6h3q_ligand.mol2
6h3q_ligand.sdf,6h3q_ligand,6h3q,sdf,../data/v2020-other-PL/6h3q/6h3q_ligand.sdf
4ff8_ligand.mol2,4ff8_ligand,4ff8,mol2,../data/v2020-other-PL/4ff8/4ff8_ligand.mol2
4ff8_ligand.sdf,4ff8_ligand,4ff8,sdf,../data/v2020-other-PL/4ff8/4ff8_ligand.sdf
4qgh_ligand.sdf,4qgh_ligand,4qgh,sdf,../data/v2020-other-PL/4qgh/4qgh_ligand.sdf
4qgh_ligand.mol2,4qgh_ligand,4qgh,mol2,../data/v2020-other-PL/4qgh/4qgh_ligand.mol2
5d9k_ligand.mol2,5d9k_ligand,5d9k,mol2,../data/v2020-other-PL/5d9k/5d9k_ligand.mol2
5d9k_ligand.sdf,5d9k_ligand,5d9k,sdf,../data/v2020-other-PL/5d9k/5d9k_ligand.sdf
1pcg_ligand.mol2,1pcg_ligand,1pcg,mol2,../data/v2020-other-PL/1pcg/1pcg_ligand.mol2
1pcg_ligand.sdf,1pcg_ligand,1pcg,sdf,../data/v2020-other-PL/1pcg/1pcg_ligand.sdf
3bz3_ligand.sdf,3bz3_ligand,3bz3,sdf,../data/v2020-other-PL/3bz3/3bz3_ligand.sdf
3bz3_ligand.mol2,3bz3_ligand,3bz3,mol2,../data/v2020-other-PL/3bz3/3bz3_ligand.mol2
5tpg_ligand.sdf,5tpg_ligand,5tpg,sdf,../data/v2020-other-PL/5tpg/5tpg_ligand.sdf
5tpg_ligand.mol2,5tpg_ligand,5tpg,mol2,../data/v2020-other-PL/5tpg/5tpg_ligand.mol2
5a00_ligand.sdf,5a00_ligand,5a00,sdf,../data/v2020-other-PL/5a00/5a00_ligand.sdf
5a00_ligand.mol2,5a00_ligand,5a00,mol2,../data/v2020-other-PL/5a00/5a00_ligand.mol2
3zhf_ligand.sdf,3zhf_ligand,3zhf,sdf,../data/v2020-other-PL/3zhf/3zhf_ligand.sdf
3zhf_ligand.mol2,3zhf_ligand,3zhf,mol2,../data/v2020-other-PL/3zhf/3zhf_ligand.mol2
2zas_ligand.sdf,2zas_ligand,2zas,sdf,../data/v2020-other-PL/2zas/2zas_ligand.sdf
2zas_ligand.mol2,2zas_ligand,2zas,mol2,../data/v2020-other-PL/2zas/2zas_ligand.mol2
4ba3_ligand.mol2,4ba3_ligand,4ba3,mol2,../data/v2020-other-PL/4ba3/4ba3_ligand.mol2
4ba3_ligand.sdf,4ba3_ligand,4ba3,sdf,../data/v2020-other-PL/4ba3/4ba3_ligand.sdf
4za0_ligand.mol2,4za0_ligand,4za0,mol2,../data/v2020-other-PL/4za0/4za0_ligand.mol2
4za0_ligand.sdf,4za0_ligand,4za0,sdf,../data/v2020-other-PL/4za0/4za0_ligand.sdf
3q77_ligand.sdf,3q77_ligand,3q77,sdf,../data/v2020-other-PL/3q77/3q77_ligand.sdf
3q77_ligand.mol2,3q77_ligand,3q77,mol2,../data/v2020-other-PL/3q77/3q77_ligand.mol2
1u9e_ligand.mol2,1u9e_ligand,1u9e,mol2,../data/v2020-other-PL/1u9e/1u9e_ligand.mol2
1u9e_ligand.sdf,1u9e_ligand,1u9e,sdf,../data/v2020-other-PL/1u9e/1u9e_ligand.sdf
3fun_ligand.sdf,3fun_ligand,3fun,sdf,../data/v2020-other-PL/3fun/3fun_ligand.sdf
3fun_ligand.mol2,3fun_ligand,3fun,mol2,../data/v2020-other-PL/3fun/3fun_ligand.mol2
3ati_ligand.mol2,3ati_ligand,3ati,mol2,../data/v2020-other-PL/3ati/3ati_ligand.mol2
3ati_ligand.sdf,3ati_ligand,3ati,sdf,../data/v2020-other-PL/3ati/3ati_ligand.sdf
5qcn_ligand.mol2,5qcn_ligand,5qcn,mol2,../data/v2020-other-PL/5qcn/5qcn_ligand.mol2
5qcn_ligand.sdf,5qcn_ligand,5qcn,sdf,../data/v2020-other-PL/5qcn/5qcn_ligand.sdf
2fr8_ligand.sdf,2fr8_ligand,2fr8,sdf,../data/v2020-other-PL/2fr8/2fr8_ligand.sdf
2fr8_ligand.mol2,2fr8_ligand,2fr8,mol2,../data/v2020-other-PL/2fr8/2fr8_ligand.mol2
6jn5_ligand.mol2,6jn5_ligand,6jn5,mol2,../data/v2020-other-PL/6jn5/6jn5_ligand.mol2
6jn5_ligand.sdf,6jn5_ligand,6jn5,sdf,../data/v2020-other-PL/6jn5/6jn5_ligand.sdf
5ael_ligand.sdf,5ael_ligand,5ael,sdf,../data/v2020-other-PL/5ael/5ael_ligand.sdf
5ael_ligand.mol2,5ael_ligand,5ael,mol2,../data/v2020-other-PL/5ael/5ael_ligand.mol2
5ceh_ligand.mol2,5ceh_ligand,5ceh,mol2,../data/v2020-other-PL/5ceh/5ceh_ligand.mol2
5ceh_ligand.sdf,5ceh_ligand,5ceh,sdf,../data/v2020-other-PL/5ceh/5ceh_ligand.sdf
1lhf_ligand.mol2,1lhf_ligand,1lhf,mol2,../data/v2020-other-PL/1lhf/1lhf_ligand.mol2
1lhf_ligand.sdf,1lhf_ligand,1lhf,sdf,../data/v2020-other-PL/1lhf/1lhf_ligand.sdf
4tpt_ligand.mol2,4tpt_ligand,4tpt,mol2,../data/v2020-other-PL/4tpt/4tpt_ligand.mol2
4tpt_ligand.sdf,4tpt_ligand,4tpt,sdf,../data/v2020-other-PL/4tpt/4tpt_ligand.sdf
4y16_ligand.mol2,4y16_ligand,4y16,mol2,../data/v2020-other-PL/4y16/4y16_ligand.mol2
4y16_ligand.sdf,4y16_ligand,4y16,sdf,../data/v2020-other-PL/4y16/4y16_ligand.sdf
3a3y_ligand.sdf,3a3y_ligand,3a3y,sdf,../data/v2020-other-PL/3a3y/3a3y_ligand.sdf
3a3y_ligand.mol2,3a3y_ligand,3a3y,mol2,../data/v2020-other-PL/3a3y/3a3y_ligand.mol2
6iji_ligand.sdf,6iji_ligand,6iji,sdf,../data/v2020-other-PL/6iji/6iji_ligand.sdf
6iji_ligand.mol2,6iji_ligand,6iji,mol2,../data/v2020-other-PL/6iji/6iji_ligand.mol2
1xb7_ligand.sdf,1xb7_ligand,1xb7,sdf,../data/v2020-other-PL/1xb7/1xb7_ligand.sdf
1xb7_ligand.mol2,1xb7_ligand,1xb7,mol2,../data/v2020-other-PL/1xb7/1xb7_ligand.mol2
5tyj_ligand.mol2,5tyj_ligand,5tyj,mol2,../data/v2020-other-PL/5tyj/5tyj_ligand.mol2
5tyj_ligand.sdf,5tyj_ligand,5tyj,sdf,../data/v2020-other-PL/5tyj/5tyj_ligand.sdf
3i90_ligand.sdf,3i90_ligand,3i90,sdf,../data/v2020-other-PL/3i90/3i90_ligand.sdf
3i90_ligand.mol2,3i90_ligand,3i90,mol2,../data/v2020-other-PL/3i90/3i90_ligand.mol2
5d1w_ligand.mol2,5d1w_ligand,5d1w,mol2,../data/v2020-other-PL/5d1w/5d1w_ligand.mol2
5d1w_ligand.sdf,5d1w_ligand,5d1w,sdf,../data/v2020-other-PL/5d1w/5d1w_ligand.sdf
5u4f_ligand.mol2,5u4f_ligand,5u4f,mol2,../data/v2020-other-PL/5u4f/5u4f_ligand.mol2
5u4f_ligand.sdf,5u4f_ligand,5u4f,sdf,../data/v2020-other-PL/5u4f/5u4f_ligand.sdf
2hmw_ligand.mol2,2hmw_ligand,2hmw,mol2,../data/v2020-other-PL/2hmw/2hmw_ligand.mol2
2hmw_ligand.sdf,2hmw_ligand,2hmw,sdf,../data/v2020-other-PL/2hmw/2hmw_ligand.sdf
4dk8_ligand.mol2,4dk8_ligand,4dk8,mol2,../data/v2020-other-PL/4dk8/4dk8_ligand.mol2
4dk8_ligand.sdf,4dk8_ligand,4dk8,sdf,../data/v2020-other-PL/4dk8/4dk8_ligand.sdf
3v5q_ligand.sdf,3v5q_ligand,3v5q,sdf,../data/v2020-other-PL/3v5q/3v5q_ligand.sdf
3v5q_ligand.mol2,3v5q_ligand,3v5q,mol2,../data/v2020-other-PL/3v5q/3v5q_ligand.mol2
5lch_ligand.sdf,5lch_ligand,5lch,sdf,../data/v2020-other-PL/5lch/5lch_ligand.sdf
5lch_ligand.mol2,5lch_ligand,5lch,mol2,../data/v2020-other-PL/5lch/5lch_ligand.mol2
4i11_ligand.sdf,4i11_ligand,4i11,sdf,../data/v2020-other-PL/4i11/4i11_ligand.sdf
4i11_ligand.mol2,4i11_ligand,4i11,mol2,../data/v2020-other-PL/4i11/4i11_ligand.mol2
1uyh_ligand.mol2,1uyh_ligand,1uyh,mol2,../data/v2020-other-PL/1uyh/1uyh_ligand.mol2
