,ligand_name,pdb_name,smiles,rot_bonds,n_atoms,arom_rings,amide_bonds
6857,6n92_ligand,6n92,CC(C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)([O-])O[P@@](=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O[P+](=O)(=O)[O-])[N+](=O)[O-],21,90,2,2
7155,4j84_ligand,4j84,CC(C)C[C@H](NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H](C)[NH3+])C(=O)N[C@@H](CC(=O)[O-])C(=O)[O-],21,90,0,4
9000,3zvy_ligand,3zvy,C[C@H]([NH3+])C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@H](C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCC(N)=O)C(=O)[O-])[C@@H](C)O,21,90,0,5
6475,4c68_ligand,4c68,[NH3+]CCCCCCCCCC(=O)N[C@@H](CO)C(=O)N[C@@H](CCCC[NH3+])C(=O)NCCC1CCCCC1,21,91,0,3
8819,6n94_ligand,6n94,C[C@@H](C(=O)NCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O[P+](=O)(=O)[O-])[N+](=O)[O-],21,91,2,3
5952,6n97_ligand,6n97,C[C@H](C(=O)NCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)([O-])O[P@](=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O[P+](=O)(=O)[O-])S(=O)(=O)[O-],21,92,2,3
6135,2co0_ligand,2co0,C[C@H]([NH3+])C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@H](C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCC(N)=O)C(N)=O)[C@@H](C)O,21,92,0,6
8235,5iz8_ligand,5iz8,CC(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)[O-])C(N)=O,21,92,0,8
2178,1zub_ligand,1zub,CC[C@H](C)[C@H](NC(=O)CNC(=O)[C@H](CCC(=O)[O-])NC(=O)[C@@H]([NH3+])CCC(=O)[O-])C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)[O-],21,93,2,5
3800,5fjx_ligand,5fjx,[NH3+]CCCC[C@H]([NH3+])C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](Cc1ccccc1)C(=O)[O-],21,93,3,4
6860,2yim_ligand,2yim,C=C(O)C(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O[P+](=O)(=O)[O-],21,93,2,2
1894,5k7h_ligand,5k7h,CC(C)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)([O-])O[P@@](=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O[P+](=O)(=O)[O-],21,94,2,2
2788,5j74_ligand,5j74,[NH3+]CCOCCOCCNC(=O)CCC(=O)NCCCN1CC=C(CC2Sc3ccccc3N2CCCS(=O)(=O)[O-])c2ccccc21,21,94,2,2
12404,3q4j_ligand,3q4j,CC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)[O-],21,94,1,6
5419,3emh_ligand,3emh,CC(C)[C@H](NC(=O)[C@H](CCC(=O)[O-])NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H](C)[NH3+])C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)[O-],21,95,1,5
10732,4igk_ligand,4igk,C[C@H]([NH3+])C(=O)N[C@@H](CS)C(=O)N[C@@H](CO[P+](=O)(=O)[O-])C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)[O-],21,96,1,7
317,1kl3_ligand,1kl3,NC(=O)CC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]([NH3+])CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C=O)CCC(=O)[O-],21,97,2,6
4598,1ybo_ligand,1ybo,C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)[O-])NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]([NH3+])[C@@H](C)O)C(=O)[O-],21,97,2,6
10140,6c28_ligand,6c28,CC(C)(CO[P@@](=O)([O-])O[P@](=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O[P+](=O)(=O)[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/c1ccc(O)cc1,21,97,3,2
13898,2h2g_ligand,2h2g,CC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]([NH3+])Cc1cnc[nH]1)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@H](C(=O)O)C(C)C,21,97,1,5
1285,5ez0_ligand,5ez0,CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CCC(=O)[O-])NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H]([NH3+])CO)[C@@H](C)O)C(=O)[O-],21,98,0,5
9338,4ezy_ligand,4ezy,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@@H]([NH3+])CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)[O-],21,98,0,5
9651,2np9_ligand,2np9,CC(C)(CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O[P+](=O)(=O)[O-])[C@@H](O)C(=O)NCCC(=O)NCCNC(=O)Cc1cc(O)cc(O)c1,21,98,3,3
10279,6nsx_ligand,6nsx,CC(C)[C@H](NC(=O)[C@H](CC(=O)[O-])NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@@H]([NH3+])CO)C(=O)N[C@@H](C)C(=O)[O-],21,100,2,5
582,3q4l_ligand,3q4l,CC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccc(Cl)c(Cl)c1)C(=O)[O-],21,101,1,6
620,6fvo_ligand,6fvo,CC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)[O-],21,101,1,6
1665,6fvl_ligand,6fvl,CC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)[O-],21,101,1,6
2296,6fvn_ligand,6fvn,CC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)[O-],21,101,1,6
3586,6fvm_ligand,6fvm,CC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)[O-],21,101,1,6
10850,5iza_ligand,5iza,CC(=O)NCC(=O)NCC(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,21,101,2,8
12201,3q4k_ligand,3q4k,CC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccc(Cl)cc1)C(=O)[O-],21,101,1,6
13203,4tsz_ligand,4tsz,CC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccc(Cl)c(Cl)c1)C(=O)[O-],21,101,1,6
13544,3zhf_ligand,3zhf,NC(=O)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)[O-])NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(=O)[O-])NC(=O)[C@@H]1CCC[NH2+]1)C(N)=O,21,101,3,7
6196,4ifi_ligand,4ifi,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO[P+](=O)(=O)[O-])NC(=O)[C@@H]([NH3+])CCCNC(N)=[NH2+])C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)[O-],21,102,1,5
8302,1kcs_ligand,1kcs,CC(C)C[C@H](NC(=O)[C@@H]([NH3+])CCC(N)=O)C(=O)N[C@@H](CC(=O)[O-])C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)[O-],21,102,1,7
6434,5e1b_ligand,5e1b,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H]1CCCN1C(=O)[C@@H]([NH3+])CO)C(=O)N[C@@H](C)C(=O)[O-],21,103,0,5
10080,6fkp_ligand,6fkp,CC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC[NH3+])NC(=O)[C@H](C)[NH3+])[C@@H](C)O)[C@@H](C)O)C(=O)[O-],21,103,0,7
6291,1f8a_ligand,1f8a,C[C@@H](O)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO[P+](=O)(=O)[O-])NC(=O)[C@@H]([NH3+])Cc1ccc(O)cc1)C(=O)N[C@@H](CO[P+](=O)(=O)[O-])C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)[O-],21,105,1,6
11520,3zmu_ligand,3zmu,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H]1CCC[NH2+]1)C(=O)N[C@H](C(=O)[O-])C(C)C,21,105,1,5
7797,4ge6_ligand,4ge6,COc1cc(CC(=O)NC[C@@H](NC(=O)[C@H](CCCNC(=O)c2cccc(I)c2)NC(=O)[C@H](Cc2ccc(C(F)(F)[P+](=O)(=O)[O-])cc2)NC(=O)c2ccc(Br)c(C)c2)C(N)=O)ccc1O,21,107,4,6
12773,3zmt_ligand,3zmt,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@@H]1CCC[NH2+]1)C(=O)N[C@H](C(=O)[O-])C(C)C,21,107,1,5
4925,5tqs_ligand,5tqs,CNC(=O)[C@H](CC(=O)[O-])NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O[P+](=O)(=O)[O-])cc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]([NH3+])CC(C)C,21,108,4,5
9294,5i8c_ligand,5i8c,CC[C@H](C)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](C)[NH3+])C(C)C)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)[O-])C(C)C,21,108,1,7
10244,1ym2_ligand,1ym2,CCCCNC(=O)[C@@H](NC(=O)[C@@H]1CC(=O)C[C@H]1[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(C)=O)C(C)C,21,108,0,5
3085,1p4u_ligand,1p4u,CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]([NH3+])CC(=O)[O-])C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](C)C(=O)O)C(C)C,21,109,1,7
8975,6bhh_ligand,6bhh,CNC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CCCCNC(C)=O)NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](C)NC(C)=O)[C@@H](C)O,21,110,0,10
10893,1jp5_ligand,1jp5,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCC[NH2+]1)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)Cc1c[nH]c2ccccc12)[C@@H](C)O,21,110,2,6
1779,4cdr_ligand,4cdr,CCCOC[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)C(C)C)[C@@H](C)O)C(C)C)C(=O)N[C@H](C(=O)N[C@@H](C)C(N)=O)[C@@H](C)O,21,113,0,8
331,4qws_ligand,4qws,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)C[NH+]1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)[C@@H](O)[C@H](C)CO,21,114,2,4
374,4qwl_ligand,4qwl,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)C[NH+]1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)[C@@H](O)[C@H](C)CO,21,114,2,4
1094,4qwj_ligand,4qwj,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)C[NH+]1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)[C@@H](O)[C@H](C)CO,21,114,2,4
1224,4qw4_ligand,4qw4,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)C[NH+]1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)[C@@H](O)[C@H](C)CO,21,114,2,4
1809,4qw6_ligand,4qw6,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)C[NH+]1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)[C@@H](O)[C@H](C)CO,21,114,2,4
4948,4qwf_ligand,4qwf,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)C[NH+]1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)[C@@H](O)[C@H](C)CO,21,114,2,4
5696,4qwg_ligand,4qwg,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)C[NH+]1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)[C@@H](O)[C@H](C)CO,21,114,2,4
8387,4qwk_ligand,4qwk,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)C[NH+]1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)[C@@H](O)[C@H](C)CO,21,114,2,4
9150,4qwr_ligand,4qwr,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)C[NH+]1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)[C@@H](O)[C@H](C)CO,21,114,2,4
9155,4qw7_ligand,4qw7,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)C[NH+]1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)[C@@H](O)[C@H](C)CO,21,114,2,4
11550,4qwi_ligand,4qwi,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)C[NH+]1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)[C@@H](O)[C@H](C)CO,21,114,2,4
12976,4qw5_ligand,4qw5,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)C[NH+]1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)[C@@H](O)[C@H](C)CO,21,114,2,4
13315,6qtx_ligand,6qtx,CC(C)[C@H](NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)C[NH3+])C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)[O-])C(C)C,21,114,2,7
9332,3bc3_ligand,3bc3,NC(=[NH2+])N/C=C/C[C@@H](NC(=O)[C@H](CSCc1ccccc1)NC(=O)Cc1ccc(C2C=CCCC2)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCCc1ccccc1,21,116,4,4
4758,3dow_ligand,3dow,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)[O-])NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]([NH3+])CC(=O)[O-])C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(N)=O,21,120,3,7
5398,1hiv_ligand,1hiv,CC[C@H](C)[C@H](NC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)COc1cccc2ccccc12)C(=O)NCc1ccccn1,21,120,4,4
7710,4ezq_ligand,4ezq,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCC[NH2+]1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)[O-],21,123,1,7
4384,3kfn_ligand,3kfn,C/C(=N\C(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)/C(C)=N/C(=O)OCc1ccccc1)C(C)C)C(C)C,21,124,4,6
2477,1sm3_ligand,1sm3,C[C@H]([NH3+])C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@H](C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C=O)[C@@H](C)O,21,125,0,8
9833,4cc7_ligand,4cc7,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCC[NH2+]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O,21,133,0,10
12226,4yw7_ligand,4yw7,OC[C@H]1O[C@@H](OCCCc2cn([C@H]3[C@H](O)[C@@H](O)[C@H](c4cn([C@H]5[C@H](O)[C@@H](O)[C@H](n6cc([C@@H]7O[C@H](CO)[C@@H](n8cc(CCCO[C@@H]9O[C@H](CO)[C@H](O)[C@H](O)[C@H]9O)nn8)[C@H](O)[C@H]7O)nn6)O[C@@H]5CO)nn4)O[C@@H]3CO)nn2)[C@H](O)[C@@H](O)[C@H]1O,21,148,4,0
11721,4abj_ligand,4abj,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](C)n2nncc2[C@H]([C@@H](C)CC)NC(=O)[C@H](CO)NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])CCCNC(N)=[NH2+])CSSC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[O-])NC1=O,21,178,2,9
8185,5wgq_ligand,5wgq,CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@]1(C)CCC/C=C\CCC[C@]2(C)NC(=O)[C@H](CCCCNC(=O)C[C@@H](C(=O)[O-])NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC2=O)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(C)C)NC1=O,21,189,2,12
4732,4z0f_ligand,4z0f,CC[C@H](C)[C@@H]1NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@H](CO)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2c[nH]c3cc(Cl)ccc23)NC(=O)[C@@H]([NH3+])CSSC[C@@H](C(=O)[O-])NC1=O,21,208,2,14
1362,6n7q_ligand,6n7q,CC[C@H](C)[C@@H]1NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCSC)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@H](CO)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@]2(CS)ON2C(=O)[C@@H]2CCCN2C1=O,21,209,2,14
7612,3m17_ligand,3m17,CC(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H]1C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](Cc2ccccc2)C(=O)NCC(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C(N)=O)CSSC1(C)C,21,211,4,14
10857,1osg_ligand,1osg,CC(C)C[C@@H]1NC(=O)[C@H](CC(=O)[O-])NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H]([NH3+])CSSC[C@@H](C(=O)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC1=O,21,212,6,11
10286,6d3x_ligand,6d3x,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CO)NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CSSC[C@H](NC1=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)[O-])C(=O)N1O[C@H]1C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N2,21,219,2,14
9738,6d3z_ligand,6d3z,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H](CO)NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CSSC[C@H](NC1=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N1O[C@H]1C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N2,21,223,2,15
2088,2rkn_ligand,2rkn,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)CO[P@@](=O)([O-])OC,22,74,0,0
6794,3cx9_ligand,3cx9,CCCCCCCCCCCCCCCC(=O)OC[C@H](O)CO[P@](=O)([O-])OCC[NH3+],22,74,0,0
8453,2lyb_ligand,2lyb,CCCCCCCC(=O)OC[C@H](CO[P@@](=O)([O-])OC[C@H]([NH3+])C(=O)[O-])OC(=O)CCCCCCC,22,75,0,0
1862,3kd7_ligand,3kd7,CSCC[C@H](NC(C)=O)C(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@H](C(=O)N[C@@H](CC(=O)[O-])C(=O)[O-])C(C)C,22,82,0,5
11305,2lya_ligand,2lya,CCCCCCCC(=O)OC[C@H](CO[P@@](=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC,22,82,0,0
7579,4apo_ligand,4apo,CC(C)[C@H](NC(=O)[C@H](CC(=O)[O-])NC(=O)[C@H](CC(=O)[O-])NC(=O)[C@H](CCC(=O)[O-])NC(=O)[C@H](C)[NH3+])C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-],22,83,0,5
7271,4j82_ligand,4j82,NC(=O)CC[C@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CO)NC(=O)[C@@H]([NH3+])CCCC[NH3+])C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-],22,85,1,5
13165,6rk4_ligand,6rk4,C[C@@H](NC(=O)[C@H](CCCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C[NH3+])NC(=O)CC[C@@H]([NH3+])C(N)=O)C(=O)[O-],22,87,0,8
3997,4es0_ligand,4es0,C[C@H](NC(=O)[C@H](CS)NC(=O)C[NH3+])C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)[O-])C(=O)NCC(=O)[O-],22,88,0,6
6311,3qzv_ligand,3qzv,CC(=O)NCCCC[C@H](NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CCCC[NH3+])NC(=O)C[NH3+])C(=O)[O-],22,91,0,6
923,4trz_ligand,4trz,CCC[C@H]([NH2+]C[C@@H](O)[C@H](Cc1cccs1)NC(=O)[C@H](Cc1cccs1)NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])CCC(=O)[O-])[C@@H](C)CC)C(=O)[O-],22,93,2,3
960,6alz_ligand,6alz,C=C/C(=C/C(=O)C[C@H](C)C[C@@H](C)CC[C@H](O)[C@H](C)C(=O)C[C@@H](O)[C@H](C)[C@@H](C)OC(=O)C[C@@H](O)/C(C(=O)[O-])=C(\C)C(=O)[O-])CC,22,94,0,0
